,code,desc,rule
55,O35.8XX5,"Maternal care for other (suspected) fetal abnormality and damage, fetus 5",maternity
56,O35.8XX9,"Maternal care for other (suspected) fetal abnormality and damage, other fetus",maternity
57,O35.9XX0,"Maternal care for (suspected) fetal abnormality and damage, unspecified, not applicable or unspecified",maternity
58,O35.9XX1,"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 1",maternity
59,O35.9XX2,"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 2",maternity
60,O35.9XX3,"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 3",maternity
61,O35.9XX4,"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 4",maternity
62,O35.9XX5,"Maternal care for (suspected) fetal abnormality and damage, unspecified, fetus 5",maternity
63,O35.9XX9,"Maternal care for (suspected) fetal abnormality and damage, unspecified, other fetus",maternity
64,O36.0110,"Maternal care for anti-D [Rh] antibodies, first trimester, not applicable or unspecified",maternity
65,O36.0111,"Maternal care for anti-D [Rh] antibodies, first trimester, fetus 1",maternity
66,O36.0112,"Maternal care for anti-D [Rh] antibodies, first trimester, fetus 2",maternity
67,O36.0113,"Maternal care for anti-D [Rh] antibodies, first trimester, fetus 3",maternity
68,O36.0114,"Maternal care for anti-D [Rh] antibodies, first trimester, fetus 4",maternity
69,O36.0115,"Maternal care for anti-D [Rh] antibodies, first trimester, fetus 5",maternity
70,O36.0119,"Maternal care for anti-D [Rh] antibodies, first trimester, other fetus",maternity
71,O36.0120,"Maternal care for anti-D [Rh] antibodies, second trimester, not applicable or unspecified",maternity
72,O36.0121,"Maternal care for anti-D [Rh] antibodies, second trimester, fetus 1",maternity
73,O36.0122,"Maternal care for anti-D [Rh] antibodies, second trimester, fetus 2",maternity
74,O36.0123,"Maternal care for anti-D [Rh] antibodies, second trimester, fetus 3",maternity
75,O36.0124,"Maternal care for anti-D [Rh] antibodies, second trimester, fetus 4",maternity
76,O36.0125,"Maternal care for anti-D [Rh] antibodies, second trimester, fetus 5",maternity
77,O36.0129,"Maternal care for anti-D [Rh] antibodies, second trimester, other fetus",maternity
78,O36.0130,"Maternal care for anti-D [Rh] antibodies, third trimester, not applicable or unspecified",maternity
79,O36.0131,"Maternal care for anti-D [Rh] antibodies, third trimester, fetus 1",maternity
80,O36.0132,"Maternal care for anti-D [Rh] antibodies, third trimester, fetus 2",maternity
81,O36.0133,"Maternal care for anti-D [Rh] antibodies, third trimester, fetus 3",maternity
82,O36.0134,"Maternal care for anti-D [Rh] antibodies, third trimester, fetus 4",maternity
83,O36.0135,"Maternal care for anti-D [Rh] antibodies, third trimester, fetus 5",maternity
84,O36.0139,"Maternal care for anti-D [Rh] antibodies, third trimester, other fetus",maternity
85,O36.0190,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, not applicable or unspecified",maternity
86,O36.0191,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 1",maternity
87,O36.0192,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 2",maternity
88,O36.0193,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 3",maternity
89,O36.0194,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 4",maternity
90,O36.0195,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, fetus 5",maternity
91,O36.0199,"Maternal care for anti-D [Rh] antibodies, unspecified trimester, other fetus",maternity
92,O36.0910,"Maternal care for other rhesus isoimmunization, first trimester, not applicable or unspecified",maternity
93,O36.0911,"Maternal care for other rhesus isoimmunization, first trimester, fetus 1",maternity
94,O36.0912,"Maternal care for other rhesus isoimmunization, first trimester, fetus 2",maternity
95,O36.0913,"Maternal care for other rhesus isoimmunization, first trimester, fetus 3",maternity
96,O36.0914,"Maternal care for other rhesus isoimmunization, first trimester, fetus 4",maternity
97,O36.0915,"Maternal care for other rhesus isoimmunization, first trimester, fetus 5",maternity
98,O36.0919,"Maternal care for other rhesus isoimmunization, first trimester, other fetus",maternity
99,O36.0920,"Maternal care for other rhesus isoimmunization, second trimester, not applicable or unspecified",maternity
0,O36.0921,"Maternal care for other rhesus isoimmunization, second trimester, fetus 1",maternity
1,O36.0922,"Maternal care for other rhesus isoimmunization, second trimester, fetus 2",maternity
2,O36.0923,"Maternal care for other rhesus isoimmunization, second trimester, fetus 3",maternity
3,O36.0924,"Maternal care for other rhesus isoimmunization, second trimester, fetus 4",maternity
4,O36.0925,"Maternal care for other rhesus isoimmunization, second trimester, fetus 5",maternity
5,O36.0929,"Maternal care for other rhesus isoimmunization, second trimester, other fetus",maternity
6,O36.0930,"Maternal care for other rhesus isoimmunization, third trimester, not applicable or unspecified",maternity
7,O36.0931,"Maternal care for other rhesus isoimmunization, third trimester, fetus 1",maternity
8,O36.0932,"Maternal care for other rhesus isoimmunization, third trimester, fetus 2",maternity
9,O36.0933,"Maternal care for other rhesus isoimmunization, third trimester, fetus 3",maternity
10,O36.0934,"Maternal care for other rhesus isoimmunization, third trimester, fetus 4",maternity
11,O36.0935,"Maternal care for other rhesus isoimmunization, third trimester, fetus 5",maternity
12,O36.0939,"Maternal care for other rhesus isoimmunization, third trimester, other fetus",maternity
13,O36.0990,"Maternal care for other rhesus isoimmunization, unspecified trimester, not applicable or unspecified",maternity
14,O36.0991,"Maternal care for other rhesus isoimmunization, unspecified trimester, fetus 1",maternity
15,O36.0992,"Maternal care for other rhesus isoimmunization, unspecified trimester, fetus 2",maternity
16,O36.0993,"Maternal care for other rhesus isoimmunization, unspecified trimester, fetus 3",maternity
17,O36.0994,"Maternal care for other rhesus isoimmunization, unspecified trimester, fetus 4",maternity
18,O36.0995,"Maternal care for other rhesus isoimmunization, unspecified trimester, fetus 5",maternity
19,O36.0999,"Maternal care for other rhesus isoimmunization, unspecified trimester, other fetus",maternity
20,O36.1110,"Maternal care for Anti-A sensitization, first trimester, not applicable or unspecified",maternity
21,O36.1111,"Maternal care for Anti-A sensitization, first trimester, fetus 1",maternity
22,O36.1112,"Maternal care for Anti-A sensitization, first trimester, fetus 2",maternity
23,O36.1113,"Maternal care for Anti-A sensitization, first trimester, fetus 3",maternity
24,O36.1114,"Maternal care for Anti-A sensitization, first trimester, fetus 4",maternity
25,O36.1115,"Maternal care for Anti-A sensitization, first trimester, fetus 5",maternity
26,O36.1119,"Maternal care for Anti-A sensitization, first trimester, other fetus",maternity
27,O36.1120,"Maternal care for Anti-A sensitization, second trimester, not applicable or unspecified",maternity
28,O36.1121,"Maternal care for Anti-A sensitization, second trimester, fetus 1",maternity
29,O36.1122,"Maternal care for Anti-A sensitization, second trimester, fetus 2",maternity
30,O36.1123,"Maternal care for Anti-A sensitization, second trimester, fetus 3",maternity
31,O36.1124,"Maternal care for Anti-A sensitization, second trimester, fetus 4",maternity
32,O36.1125,"Maternal care for Anti-A sensitization, second trimester, fetus 5",maternity
33,O36.1129,"Maternal care for Anti-A sensitization, second trimester, other fetus",maternity
34,O36.1130,"Maternal care for Anti-A sensitization, third trimester, not applicable or unspecified",maternity
35,O36.1131,"Maternal care for Anti-A sensitization, third trimester, fetus 1",maternity
36,O36.1132,"Maternal care for Anti-A sensitization, third trimester, fetus 2",maternity
37,O36.1133,"Maternal care for Anti-A sensitization, third trimester, fetus 3",maternity
38,O36.1134,"Maternal care for Anti-A sensitization, third trimester, fetus 4",maternity
39,O36.1135,"Maternal care for Anti-A sensitization, third trimester, fetus 5",maternity
40,O36.1139,"Maternal care for Anti-A sensitization, third trimester, other fetus",maternity
41,O36.1190,"Maternal care for Anti-A sensitization, unspecified trimester, not applicable or unspecified",maternity
42,O36.1191,"Maternal care for Anti-A sensitization, unspecified trimester, fetus 1",maternity
43,O36.1192,"Maternal care for Anti-A sensitization, unspecified trimester, fetus 2",maternity
44,O36.1193,"Maternal care for Anti-A sensitization, unspecified trimester, fetus 3",maternity
45,O36.1194,"Maternal care for Anti-A sensitization, unspecified trimester, fetus 4",maternity
46,O36.1195,"Maternal care for Anti-A sensitization, unspecified trimester, fetus 5",maternity
47,O36.1199,"Maternal care for Anti-A sensitization, unspecified trimester, other fetus",maternity
48,O36.1910,"Maternal care for other isoimmunization, first trimester, not applicable or unspecified",maternity
49,O36.1911,"Maternal care for other isoimmunization, first trimester, fetus 1",maternity
50,O36.1912,"Maternal care for other isoimmunization, first trimester, fetus 2",maternity
51,O36.1913,"Maternal care for other isoimmunization, first trimester, fetus 3",maternity
52,O36.1914,"Maternal care for other isoimmunization, first trimester, fetus 4",maternity
53,O36.1915,"Maternal care for other isoimmunization, first trimester, fetus 5",maternity
54,O36.1919,"Maternal care for other isoimmunization, first trimester, other fetus",maternity
55,O36.1920,"Maternal care for other isoimmunization, second trimester, not applicable or unspecified",maternity
56,O36.1921,"Maternal care for other isoimmunization, second trimester, fetus 1",maternity
57,O36.1922,"Maternal care for other isoimmunization, second trimester, fetus 2",maternity
58,O36.1923,"Maternal care for other isoimmunization, second trimester, fetus 3",maternity
59,O36.1924,"Maternal care for other isoimmunization, second trimester, fetus 4",maternity
60,O36.1925,"Maternal care for other isoimmunization, second trimester, fetus 5",maternity
61,O36.1929,"Maternal care for other isoimmunization, second trimester, other fetus",maternity
62,O36.1930,"Maternal care for other isoimmunization, third trimester, not applicable or unspecified",maternity
63,O36.1931,"Maternal care for other isoimmunization, third trimester, fetus 1",maternity
64,O36.1932,"Maternal care for other isoimmunization, third trimester, fetus 2",maternity
65,O36.1933,"Maternal care for other isoimmunization, third trimester, fetus 3",maternity
66,O36.1934,"Maternal care for other isoimmunization, third trimester, fetus 4",maternity
67,O36.1935,"Maternal care for other isoimmunization, third trimester, fetus 5",maternity
68,O36.1939,"Maternal care for other isoimmunization, third trimester, other fetus",maternity
69,O36.1990,"Maternal care for other isoimmunization, unspecified trimester, not applicable or unspecified",maternity
70,O36.1991,"Maternal care for other isoimmunization, unspecified trimester, fetus 1",maternity
71,O36.1992,"Maternal care for other isoimmunization, unspecified trimester, fetus 2",maternity
72,O36.1993,"Maternal care for other isoimmunization, unspecified trimester, fetus 3",maternity
73,O36.1994,"Maternal care for other isoimmunization, unspecified trimester, fetus 4",maternity
74,O36.1995,"Maternal care for other isoimmunization, unspecified trimester, fetus 5",maternity
75,O36.1999,"Maternal care for other isoimmunization, unspecified trimester, other fetus",maternity
76,O36.20X0,"Maternal care for hydrops fetalis, unspecified trimester, not applicable or unspecified",maternity
77,O36.20X1,"Maternal care for hydrops fetalis, unspecified trimester, fetus 1",maternity
78,O36.20X2,"Maternal care for hydrops fetalis, unspecified trimester, fetus 2",maternity
79,O36.20X3,"Maternal care for hydrops fetalis, unspecified trimester, fetus 3",maternity
80,O36.20X4,"Maternal care for hydrops fetalis, unspecified trimester, fetus 4",maternity
81,O36.20X5,"Maternal care for hydrops fetalis, unspecified trimester, fetus 5",maternity
82,O36.20X9,"Maternal care for hydrops fetalis, unspecified trimester, other fetus",maternity
83,O36.21X0,"Maternal care for hydrops fetalis, first trimester, not applicable or unspecified",maternity
84,O36.21X1,"Maternal care for hydrops fetalis, first trimester, fetus 1",maternity
85,O36.21X2,"Maternal care for hydrops fetalis, first trimester, fetus 2",maternity
86,O36.21X3,"Maternal care for hydrops fetalis, first trimester, fetus 3",maternity
87,O36.21X4,"Maternal care for hydrops fetalis, first trimester, fetus 4",maternity
88,O36.21X5,"Maternal care for hydrops fetalis, first trimester, fetus 5",maternity
89,O36.21X9,"Maternal care for hydrops fetalis, first trimester, other fetus",maternity
90,O36.22X0,"Maternal care for hydrops fetalis, second trimester, not applicable or unspecified",maternity
91,O36.22X1,"Maternal care for hydrops fetalis, second trimester, fetus 1",maternity
92,O36.22X2,"Maternal care for hydrops fetalis, second trimester, fetus 2",maternity
93,O36.22X3,"Maternal care for hydrops fetalis, second trimester, fetus 3",maternity
94,O36.22X4,"Maternal care for hydrops fetalis, second trimester, fetus 4",maternity
95,O36.22X5,"Maternal care for hydrops fetalis, second trimester, fetus 5",maternity
96,O36.22X9,"Maternal care for hydrops fetalis, second trimester, other fetus",maternity
97,O36.23X0,"Maternal care for hydrops fetalis, third trimester, not applicable or unspecified",maternity
98,O36.23X1,"Maternal care for hydrops fetalis, third trimester, fetus 1",maternity
99,O36.23X2,"Maternal care for hydrops fetalis, third trimester, fetus 2",maternity
0,O36.23X3,"Maternal care for hydrops fetalis, third trimester, fetus 3",maternity
1,O36.23X4,"Maternal care for hydrops fetalis, third trimester, fetus 4",maternity
2,O36.23X5,"Maternal care for hydrops fetalis, third trimester, fetus 5",maternity
3,O36.23X9,"Maternal care for hydrops fetalis, third trimester, other fetus",maternity
4,O36.4XX0,"Maternal care for intrauterine death, not applicable or unspecified",maternity
5,O36.4XX1,"Maternal care for intrauterine death, fetus 1",maternity
6,O36.4XX2,"Maternal care for intrauterine death, fetus 2",maternity
7,O36.4XX3,"Maternal care for intrauterine death, fetus 3",maternity
8,O36.4XX4,"Maternal care for intrauterine death, fetus 4",maternity
9,O36.4XX5,"Maternal care for intrauterine death, fetus 5",maternity
10,O36.4XX9,"Maternal care for intrauterine death, other fetus",maternity
11,O36.5110,"Maternal care for known or suspected placental insufficiency, first trimester, not applicable or unspecified",maternity
12,O36.5111,"Maternal care for known or suspected placental insufficiency, first trimester, fetus 1",maternity
13,O36.5112,"Maternal care for known or suspected placental insufficiency, first trimester, fetus 2",maternity
14,O36.5113,"Maternal care for known or suspected placental insufficiency, first trimester, fetus 3",maternity
15,O36.5114,"Maternal care for known or suspected placental insufficiency, first trimester, fetus 4",maternity
16,O36.5115,"Maternal care for known or suspected placental insufficiency, first trimester, fetus 5",maternity
17,O36.5119,"Maternal care for known or suspected placental insufficiency, first trimester, other fetus",maternity
18,O36.5120,"Maternal care for known or suspected placental insufficiency, second trimester, not applicable or unspecified",maternity
19,O36.5121,"Maternal care for known or suspected placental insufficiency, second trimester, fetus 1",maternity
20,O36.5122,"Maternal care for known or suspected placental insufficiency, second trimester, fetus 2",maternity
21,O36.5123,"Maternal care for known or suspected placental insufficiency, second trimester, fetus 3",maternity
22,O36.5124,"Maternal care for known or suspected placental insufficiency, second trimester, fetus 4",maternity
23,O36.5125,"Maternal care for known or suspected placental insufficiency, second trimester, fetus 5",maternity
24,O36.5129,"Maternal care for known or suspected placental insufficiency, second trimester, other fetus",maternity
25,O36.5130,"Maternal care for known or suspected placental insufficiency, third trimester, not applicable or unspecified",maternity
26,O36.5131,"Maternal care for known or suspected placental insufficiency, third trimester, fetus 1",maternity
27,O36.5132,"Maternal care for known or suspected placental insufficiency, third trimester, fetus 2",maternity
28,O36.5133,"Maternal care for known or suspected placental insufficiency, third trimester, fetus 3",maternity
29,O36.5134,"Maternal care for known or suspected placental insufficiency, third trimester, fetus 4",maternity
30,O36.5135,"Maternal care for known or suspected placental insufficiency, third trimester, fetus 5",maternity
31,O36.5139,"Maternal care for known or suspected placental insufficiency, third trimester, other fetus",maternity
32,O36.5190,"Maternal care for known or suspected placental insufficiency, unspecified trimester, not applicable or unspecified",maternity
33,O36.5191,"Maternal care for known or suspected placental insufficiency, unspecified trimester, fetus 1",maternity
34,O36.5192,"Maternal care for known or suspected placental insufficiency, unspecified trimester, fetus 2",maternity
35,O36.5193,"Maternal care for known or suspected placental insufficiency, unspecified trimester, fetus 3",maternity
36,O36.5194,"Maternal care for known or suspected placental insufficiency, unspecified trimester, fetus 4",maternity
37,O36.5195,"Maternal care for known or suspected placental insufficiency, unspecified trimester, fetus 5",maternity
38,O36.5199,"Maternal care for known or suspected placental insufficiency, unspecified trimester, other fetus",maternity
39,O36.5910,"Maternal care for other known or suspected poor fetal growth, first trimester, not applicable or unspecified",maternity
40,O36.5911,"Maternal care for other known or suspected poor fetal growth, first trimester, fetus 1",maternity
41,O36.5912,"Maternal care for other known or suspected poor fetal growth, first trimester, fetus 2",maternity
42,O36.5913,"Maternal care for other known or suspected poor fetal growth, first trimester, fetus 3",maternity
43,O36.5914,"Maternal care for other known or suspected poor fetal growth, first trimester, fetus 4",maternity
44,O36.5915,"Maternal care for other known or suspected poor fetal growth, first trimester, fetus 5",maternity
45,O36.5919,"Maternal care for other known or suspected poor fetal growth, first trimester, other fetus",maternity
46,O36.5920,"Maternal care for other known or suspected poor fetal growth, second trimester, not applicable or unspecified",maternity
47,O36.5921,"Maternal care for other known or suspected poor fetal growth, second trimester, fetus 1",maternity
48,O36.5922,"Maternal care for other known or suspected poor fetal growth, second trimester, fetus 2",maternity
49,O36.5923,"Maternal care for other known or suspected poor fetal growth, second trimester, fetus 3",maternity
50,O36.5924,"Maternal care for other known or suspected poor fetal growth, second trimester, fetus 4",maternity
51,O36.5925,"Maternal care for other known or suspected poor fetal growth, second trimester, fetus 5",maternity
52,O36.5929,"Maternal care for other known or suspected poor fetal growth, second trimester, other fetus",maternity
53,O36.5930,"Maternal care for other known or suspected poor fetal growth, third trimester, not applicable or unspecified",maternity
54,O36.5931,"Maternal care for other known or suspected poor fetal growth, third trimester, fetus 1",maternity
55,O36.5932,"Maternal care for other known or suspected poor fetal growth, third trimester, fetus 2",maternity
56,O36.5933,"Maternal care for other known or suspected poor fetal growth, third trimester, fetus 3",maternity
57,O36.5934,"Maternal care for other known or suspected poor fetal growth, third trimester, fetus 4",maternity
58,O36.5935,"Maternal care for other known or suspected poor fetal growth, third trimester, fetus 5",maternity
59,O36.5939,"Maternal care for other known or suspected poor fetal growth, third trimester, other fetus",maternity
60,O36.5990,"Maternal care for other known or suspected poor fetal growth, unspecified trimester, not applicable or unspecified",maternity
61,O36.5991,"Maternal care for other known or suspected poor fetal growth, unspecified trimester, fetus 1",maternity
62,O36.5992,"Maternal care for other known or suspected poor fetal growth, unspecified trimester, fetus 2",maternity
63,O36.5993,"Maternal care for other known or suspected poor fetal growth, unspecified trimester, fetus 3",maternity
64,O36.5994,"Maternal care for other known or suspected poor fetal growth, unspecified trimester, fetus 4",maternity
65,O36.5995,"Maternal care for other known or suspected poor fetal growth, unspecified trimester, fetus 5",maternity
66,O36.5999,"Maternal care for other known or suspected poor fetal growth, unspecified trimester, other fetus",maternity
67,O36.60X0,"Maternal care for excessive fetal growth, unspecified trimester, not applicable or unspecified",maternity
68,O36.60X1,"Maternal care for excessive fetal growth, unspecified trimester, fetus 1",maternity
69,O36.60X2,"Maternal care for excessive fetal growth, unspecified trimester, fetus 2",maternity
70,O36.60X3,"Maternal care for excessive fetal growth, unspecified trimester, fetus 3",maternity
71,O36.60X4,"Maternal care for excessive fetal growth, unspecified trimester, fetus 4",maternity
72,O36.60X5,"Maternal care for excessive fetal growth, unspecified trimester, fetus 5",maternity
73,O36.60X9,"Maternal care for excessive fetal growth, unspecified trimester, other fetus",maternity
74,O36.61X0,"Maternal care for excessive fetal growth, first trimester, not applicable or unspecified",maternity
75,O36.61X1,"Maternal care for excessive fetal growth, first trimester, fetus 1",maternity
76,O36.61X2,"Maternal care for excessive fetal growth, first trimester, fetus 2",maternity
77,O36.61X3,"Maternal care for excessive fetal growth, first trimester, fetus 3",maternity
78,O36.61X4,"Maternal care for excessive fetal growth, first trimester, fetus 4",maternity
79,O36.61X5,"Maternal care for excessive fetal growth, first trimester, fetus 5",maternity
80,O36.61X9,"Maternal care for excessive fetal growth, first trimester, other fetus",maternity
81,O36.62X0,"Maternal care for excessive fetal growth, second trimester, not applicable or unspecified",maternity
82,O36.62X1,"Maternal care for excessive fetal growth, second trimester, fetus 1",maternity
83,O36.62X2,"Maternal care for excessive fetal growth, second trimester, fetus 2",maternity
84,O36.62X3,"Maternal care for excessive fetal growth, second trimester, fetus 3",maternity
85,O36.62X4,"Maternal care for excessive fetal growth, second trimester, fetus 4",maternity
86,O36.62X5,"Maternal care for excessive fetal growth, second trimester, fetus 5",maternity
87,O36.62X9,"Maternal care for excessive fetal growth, second trimester, other fetus",maternity
88,O36.63X0,"Maternal care for excessive fetal growth, third trimester, not applicable or unspecified",maternity
89,O36.63X1,"Maternal care for excessive fetal growth, third trimester, fetus 1",maternity
90,O36.63X2,"Maternal care for excessive fetal growth, third trimester, fetus 2",maternity
91,O36.63X3,"Maternal care for excessive fetal growth, third trimester, fetus 3",maternity
92,O36.63X4,"Maternal care for excessive fetal growth, third trimester, fetus 4",maternity
93,O36.63X5,"Maternal care for excessive fetal growth, third trimester, fetus 5",maternity
94,O36.63X9,"Maternal care for excessive fetal growth, third trimester, other fetus",maternity
95,O36.70X0,"Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, not applicable or unspecified",maternity
96,O36.70X1,"Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, fetus 1",maternity
97,O36.70X2,"Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, fetus 2",maternity
98,O36.70X3,"Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, fetus 3",maternity
99,O36.70X4,"Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, fetus 4",maternity
0,O36.70X5,"Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, fetus 5",maternity
1,O36.70X9,"Maternal care for viable fetus in abdominal pregnancy, unspecified trimester, other fetus",maternity
2,O36.71X0,"Maternal care for viable fetus in abdominal pregnancy, first trimester, not applicable or unspecified",maternity
3,O36.71X1,"Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 1",maternity
4,O36.71X2,"Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 2",maternity
5,O36.71X3,"Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 3",maternity
6,O36.71X4,"Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 4",maternity
7,O36.71X5,"Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 5",maternity
8,O36.71X9,"Maternal care for viable fetus in abdominal pregnancy, first trimester, other fetus",maternity
9,O36.72X0,"Maternal care for viable fetus in abdominal pregnancy, second trimester, not applicable or unspecified",maternity
10,O36.72X1,"Maternal care for viable fetus in abdominal pregnancy, second trimester, fetus 1",maternity
11,O36.72X2,"Maternal care for viable fetus in abdominal pregnancy, second trimester, fetus 2",maternity
12,O36.72X3,"Maternal care for viable fetus in abdominal pregnancy, second trimester, fetus 3",maternity
13,O36.72X4,"Maternal care for viable fetus in abdominal pregnancy, second trimester, fetus 4",maternity
14,O36.72X5,"Maternal care for viable fetus in abdominal pregnancy, second trimester, fetus 5",maternity
15,O36.72X9,"Maternal care for viable fetus in abdominal pregnancy, second trimester, other fetus",maternity
16,O36.73X0,"Maternal care for viable fetus in abdominal pregnancy, third trimester, not applicable or unspecified",maternity
17,O36.73X1,"Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 1",maternity
18,O36.73X2,"Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 2",maternity
19,O36.73X3,"Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 3",maternity
20,O36.73X4,"Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 4",maternity
21,O36.73X5,"Maternal care for viable fetus in abdominal pregnancy, third trimester, fetus 5",maternity
22,O36.73X9,"Maternal care for viable fetus in abdominal pregnancy, third trimester, other fetus",maternity
23,O36.80X0,"Pregnancy with inconclusive fetal viability, not applicable or unspecified",maternity
24,O36.80X1,"Pregnancy with inconclusive fetal viability, fetus 1",maternity
25,O36.80X2,"Pregnancy with inconclusive fetal viability, fetus 2",maternity
26,O36.80X3,"Pregnancy with inconclusive fetal viability, fetus 3",maternity
27,O36.80X4,"Pregnancy with inconclusive fetal viability, fetus 4",maternity
28,O36.80X5,"Pregnancy with inconclusive fetal viability, fetus 5",maternity
29,O36.80X9,"Pregnancy with inconclusive fetal viability, other fetus",maternity
30,O36.8120,"Decreased fetal movements, second trimester, not applicable or unspecified",maternity
31,O36.8121,"Decreased fetal movements, second trimester, fetus 1",maternity
32,O36.8122,"Decreased fetal movements, second trimester, fetus 2",maternity
33,O36.8123,"Decreased fetal movements, second trimester, fetus 3",maternity
34,O36.8124,"Decreased fetal movements, second trimester, fetus 4",maternity
35,O36.8125,"Decreased fetal movements, second trimester, fetus 5",maternity
36,O36.8129,"Decreased fetal movements, second trimester, other fetus",maternity
37,O36.8130,"Decreased fetal movements, third trimester, not applicable or unspecified",maternity
38,O36.8131,"Decreased fetal movements, third trimester, fetus 1",maternity
39,O36.8132,"Decreased fetal movements, third trimester, fetus 2",maternity
40,O36.8133,"Decreased fetal movements, third trimester, fetus 3",maternity
41,O36.8134,"Decreased fetal movements, third trimester, fetus 4",maternity
42,O36.8135,"Decreased fetal movements, third trimester, fetus 5",maternity
43,O36.8139,"Decreased fetal movements, third trimester, other fetus",maternity
44,O36.8190,"Decreased fetal movements, unspecified trimester, not applicable or unspecified",maternity
45,O36.8191,"Decreased fetal movements, unspecified trimester, fetus 1",maternity
46,O36.8192,"Decreased fetal movements, unspecified trimester, fetus 2",maternity
47,O36.8193,"Decreased fetal movements, unspecified trimester, fetus 3",maternity
48,O36.8194,"Decreased fetal movements, unspecified trimester, fetus 4",maternity
49,O36.8195,"Decreased fetal movements, unspecified trimester, fetus 5",maternity
50,O36.8199,"Decreased fetal movements, unspecified trimester, other fetus",maternity
51,O36.8210,"Fetal anemia and thrombocytopenia, first trimester, not applicable or unspecified",maternity
52,O36.8211,"Fetal anemia and thrombocytopenia, first trimester, fetus 1",maternity
53,O36.8212,"Fetal anemia and thrombocytopenia, first trimester, fetus 2",maternity
54,O36.8213,"Fetal anemia and thrombocytopenia, first trimester, fetus 3",maternity
55,O36.8214,"Fetal anemia and thrombocytopenia, first trimester, fetus 4",maternity
56,O36.8215,"Fetal anemia and thrombocytopenia, first trimester, fetus 5",maternity
57,O36.8219,"Fetal anemia and thrombocytopenia, first trimester, other fetus",maternity
58,O36.8220,"Fetal anemia and thrombocytopenia, second trimester, not applicable or unspecified",maternity
59,O36.8221,"Fetal anemia and thrombocytopenia, second trimester, fetus 1",maternity
60,O36.8222,"Fetal anemia and thrombocytopenia, second trimester, fetus 2",maternity
61,O36.8223,"Fetal anemia and thrombocytopenia, second trimester, fetus 3",maternity
62,O36.8224,"Fetal anemia and thrombocytopenia, second trimester, fetus 4",maternity
63,O36.8225,"Fetal anemia and thrombocytopenia, second trimester, fetus 5",maternity
64,O36.8229,"Fetal anemia and thrombocytopenia, second trimester, other fetus",maternity
65,O36.8230,"Fetal anemia and thrombocytopenia, third trimester, not applicable or unspecified",maternity
66,O36.8231,"Fetal anemia and thrombocytopenia, third trimester, fetus 1",maternity
67,O36.8232,"Fetal anemia and thrombocytopenia, third trimester, fetus 2",maternity
68,O36.8233,"Fetal anemia and thrombocytopenia, third trimester, fetus 3",maternity
69,O36.8234,"Fetal anemia and thrombocytopenia, third trimester, fetus 4",maternity
70,O36.8235,"Fetal anemia and thrombocytopenia, third trimester, fetus 5",maternity
71,O36.8239,"Fetal anemia and thrombocytopenia, third trimester, other fetus",maternity
72,O36.8290,"Fetal anemia and thrombocytopenia, unspecified trimester, not applicable or unspecified",maternity
73,O36.8291,"Fetal anemia and thrombocytopenia, unspecified trimester, fetus 1",maternity
74,O36.8292,"Fetal anemia and thrombocytopenia, unspecified trimester, fetus 2",maternity
75,O36.8293,"Fetal anemia and thrombocytopenia, unspecified trimester, fetus 3",maternity
76,O36.8294,"Fetal anemia and thrombocytopenia, unspecified trimester, fetus 4",maternity
77,O36.8295,"Fetal anemia and thrombocytopenia, unspecified trimester, fetus 5",maternity
78,O36.8299,"Fetal anemia and thrombocytopenia, unspecified trimester, other fetus",maternity
79,O36.8310,"Maternal care for abnormalities of the fetal heart rate or rhythm, first trimester, not applicable or unspecified",maternity
80,O36.8311,"Maternal care for abnormalities of the fetal heart rate or rhythm, first trimester, fetus 1",maternity
81,O36.8312,"Maternal care for abnormalities of the fetal heart rate or rhythm, first trimester, fetus 2",maternity
82,O36.8313,"Maternal care for abnormalities of the fetal heart rate or rhythm, first trimester, fetus 3",maternity
