code,title,category,window,chapter
H47.0,"Disorders of optic nerve, not elsewhere classified",Other disorders of optic [2nd] nerve and visual pathways,Disorders of optic nerve and visual pathways,VII
H47.1,"Papilloedema, unspecified",Other disorders of optic [2nd] nerve and visual pathways,Disorders of optic nerve and visual pathways,VII
H47.2,Optic atrophy,Other disorders of optic [2nd] nerve and visual pathways,Disorders of optic nerve and visual pathways,VII
H47.3,Other disorders of optic disc,Other disorders of optic [2nd] nerve and visual pathways,Disorders of optic nerve and visual pathways,VII
H47.4,Disorders of optic chiasm,Other disorders of optic [2nd] nerve and visual pathways,Disorders of optic nerve and visual pathways,VII
H47.5,Disorders of other visual pathways,Other disorders of optic [2nd] nerve and visual pathways,Disorders of optic nerve and visual pathways,VII
H47.6,Disorders of visual cortex,Other disorders of optic [2nd] nerve and visual pathways,Disorders of optic nerve and visual pathways,VII
H47.7,"Disorder of visual pathways, unspecified",Other disorders of optic [2nd] nerve and visual pathways,Disorders of optic nerve and visual pathways,VII
H48,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,Disorders of optic nerve and visual pathways,VII
H48.0,Optic atrophy in diseases classified elsewhere,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,Disorders of optic nerve and visual pathways,VII
H48.1,Retrobulbar neuritis in diseases classified elsewhere,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,Disorders of optic nerve and visual pathways,VII
H48.8,Other disorders of optic nerve and visual pathways in diseases classified elsewhere,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,Disorders of optic nerve and visual pathways,VII
H49,Paralytic strabismus,Paralytic strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H49.0,Third [oculomotor] nerve palsy,Paralytic strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H49.1,Fourth [trochlear] nerve palsy,Paralytic strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H49.2,Sixth [abducent] nerve palsy,Paralytic strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H49.3,Total (external) ophthalmoplegia,Paralytic strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H49.4,Progressive external ophthalmoplegia,Paralytic strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H49.8,Other paralytic strabismus,Paralytic strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H49.9,"Paralytic strabismus, unspecified",Paralytic strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H50,Other strabismus,Other strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H50.0,Convergent concomitant strabismus,Other strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H50.1,Divergent concomitant strabismus,Other strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H50.2,Vertical strabismus,Other strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H50.3,Intermittent heterotropia,Other strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H50.4,Other and unspecified heterotropia,Other strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H50.5,Heterophoria,Other strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H50.6,Mechanical strabismus,Other strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H50.8,Other specified strabismus,Other strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H50.9,"Strabismus, unspecified",Other strabismus,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H51,Other disorders of binocular movement,Other disorders of binocular movement,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H51.0,Palsy of conjugate gaze,Other disorders of binocular movement,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H51.1,Convergence insufficiency and excess,Other disorders of binocular movement,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H51.2,Internuclear ophthalmoplegia,Other disorders of binocular movement,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H51.8,Other specified disorders of binocular movement,Other disorders of binocular movement,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H51.9,"Disorder of binocular movement, unspecified",Other disorders of binocular movement,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H52,Disorders of refraction and accommodation,Disorders of refraction and accommodation,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H52.0,Hypermetropia,Disorders of refraction and accommodation,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H52.1,Myopia,Disorders of refraction and accommodation,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H52.2,Astigmatism,Disorders of refraction and accommodation,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H52.3,Anisometropia and aniseikonia,Disorders of refraction and accommodation,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H52.4,Presbyopia,Disorders of refraction and accommodation,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H52.5,Disorders of accommodation,Disorders of refraction and accommodation,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H52.6,Other disorders of refraction,Disorders of refraction and accommodation,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H52.7,"Disorder of refraction, unspecified",Disorders of refraction and accommodation,"Disorders of ocular muscles, binocular movement, accommodation and refraction",VII
H53,Visual disturbances,Visual disturbances,Visual disturbances and blindness,VII
H53.0,Amblyopia ex anopsia,Visual disturbances,Visual disturbances and blindness,VII
H53.1,Subjective visual disturbances,Visual disturbances,Visual disturbances and blindness,VII
H53.2,Diplopia,Visual disturbances,Visual disturbances and blindness,VII
H53.3,Other disorders of binocular vision,Visual disturbances,Visual disturbances and blindness,VII
H53.4,Visual field defects,Visual disturbances,Visual disturbances and blindness,VII
H53.5,Colour vision deficiencies,Visual disturbances,Visual disturbances and blindness,VII
H53.6,Night blindness,Visual disturbances,Visual disturbances and blindness,VII
H53.8,Other visual disturbances,Visual disturbances,Visual disturbances and blindness,VII
H53.9,"Visual disturbance, unspecified",Visual disturbances,Visual disturbances and blindness,VII
H54,Visual impairment including blindness (binocular or monocular),Visual impairment including blindness (binocular or monocular),Visual disturbances and blindness,VII
H54.0,"Blindness, binocular",Visual impairment including blindness (binocular or monocular),Visual disturbances and blindness,VII
H54.1,"Severe visual impairment, binocular",Visual impairment including blindness (binocular or monocular),Visual disturbances and blindness,VII
H54.2,"Moderate visual impairment, binocular",Visual impairment including blindness (binocular or monocular),Visual disturbances and blindness,VII
H54.3,"Mild or no visual impairment, binocular",Visual impairment including blindness (binocular or monocular),Visual disturbances and blindness,VII
H54.4,"Blindness, monocular",Visual impairment including blindness (binocular or monocular),Visual disturbances and blindness,VII
H54.5,"Severe visual impairment, monocular",Visual impairment including blindness (binocular or monocular),Visual disturbances and blindness,VII
H54.6,"Moderate visual impairment, monocular",Visual impairment including blindness (binocular or monocular),Visual disturbances and blindness,VII
H54.9,Unspecified visual impairment (binocular),Visual impairment including blindness (binocular or monocular),Visual disturbances and blindness,VII
H55,Nystagmus and other irregular eye movements,Nystagmus and other irregular eye movements,Other disorders of eye and adnexa,VII
H57,Other disorders of eye and adnexa,Other disorders of eye and adnexa,Other disorders of eye and adnexa,VII
H57.0,Anomalies of pupillary function,Other disorders of eye and adnexa,Other disorders of eye and adnexa,VII
H57.1,Ocular pain,Other disorders of eye and adnexa,Other disorders of eye and adnexa,VII
H57.8,Other specified disorders of eye and adnexa,Other disorders of eye and adnexa,Other disorders of eye and adnexa,VII
H57.9,"Disorder of eye and adnexa, unspecified",Other disorders of eye and adnexa,Other disorders of eye and adnexa,VII
H58,Other disorders of eye and adnexa in diseases classified elsewhere,Other disorders of eye and adnexa in diseases classified elsewhere,Other disorders of eye and adnexa,VII
H58.0,Anomalies of pupillary function in diseases classified elsewhere,Other disorders of eye and adnexa in diseases classified elsewhere,Other disorders of eye and adnexa,VII
H58.1,Visual disturbances in diseases classified elsewhere,Other disorders of eye and adnexa in diseases classified elsewhere,Other disorders of eye and adnexa,VII
H58.8,Other specified disorders of eye and adnexa in diseases classified elsewhere,Other disorders of eye and adnexa in diseases classified elsewhere,Other disorders of eye and adnexa,VII
H59,"Postprocedural disorders of eye and adnexa, not elsewhere classified","Postprocedural disorders of eye and adnexa, not elsewhere classified",Other disorders of eye and adnexa,VII
H59.0,Keratopathy (bullous aphakic) following cataract surgery,"Postprocedural disorders of eye and adnexa, not elsewhere classified",Other disorders of eye and adnexa,VII
H59.8,Other postprocedural disorders of eye and adnexa,"Postprocedural disorders of eye and adnexa, not elsewhere classified",Other disorders of eye and adnexa,VII
H59.9,"Postprocedural disorder of eye and adnexa, unspecified","Postprocedural disorders of eye and adnexa, not elsewhere classified",Other disorders of eye and adnexa,VII
I00,Rheumatic fever without mention of heart involvement,Rheumatic fever without mention of heart involvement,Acute rheumatic fever,IX
I01,Rheumatic fever with heart involvement,Rheumatic fever with heart involvement,Acute rheumatic fever,IX
I01.0,Acute rheumatic pericarditis,Rheumatic fever with heart involvement,Acute rheumatic fever,IX
I01.1,Acute rheumatic endocarditis,Rheumatic fever with heart involvement,Acute rheumatic fever,IX
I01.2,Acute rheumatic myocarditis,Rheumatic fever with heart involvement,Acute rheumatic fever,IX
I01.8,Other acute rheumatic heart disease,Rheumatic fever with heart involvement,Acute rheumatic fever,IX
I01.9,"Acute rheumatic heart disease, unspecified",Rheumatic fever with heart involvement,Acute rheumatic fever,IX
I02,Rheumatic chorea,Rheumatic chorea,Acute rheumatic fever,IX
I02.0,Rheumatic chorea with heart involvement,Rheumatic chorea,Acute rheumatic fever,IX
I02.9,Rheumatic chorea without heart involvement,Rheumatic chorea,Acute rheumatic fever,IX
I05,Rheumatic mitral valve diseases,Rheumatic mitral valve diseases,Chronic rheumatic heart diseases,IX
I05.0,Mitral stenosis,Rheumatic mitral valve diseases,Chronic rheumatic heart diseases,IX
I05.1,Rheumatic mitral insufficiency,Rheumatic mitral valve diseases,Chronic rheumatic heart diseases,IX
I05.2,Mitral stenosis with insufficiency,Rheumatic mitral valve diseases,Chronic rheumatic heart diseases,IX
I05.8,Other mitral valve diseases,Rheumatic mitral valve diseases,Chronic rheumatic heart diseases,IX
I05.9,"Mitral valve disease, unspecified",Rheumatic mitral valve diseases,Chronic rheumatic heart diseases,IX
I06,Rheumatic aortic valve diseases,Rheumatic aortic valve diseases,Chronic rheumatic heart diseases,IX
I06.0,Rheumatic aortic stenosis,Rheumatic aortic valve diseases,Chronic rheumatic heart diseases,IX
I06.1,Rheumatic aortic insufficiency,Rheumatic aortic valve diseases,Chronic rheumatic heart diseases,IX
I06.2,Rheumatic aortic stenosis with insufficiency,Rheumatic aortic valve diseases,Chronic rheumatic heart diseases,IX
I06.8,Other rheumatic aortic valve diseases,Rheumatic aortic valve diseases,Chronic rheumatic heart diseases,IX
I06.9,"Rheumatic aortic valve disease, unspecified",Rheumatic aortic valve diseases,Chronic rheumatic heart diseases,IX
I07,Rheumatic tricuspid valve diseases,Rheumatic tricuspid valve diseases,Chronic rheumatic heart diseases,IX
I07.0,Tricuspid stenosis,Rheumatic tricuspid valve diseases,Chronic rheumatic heart diseases,IX
I07.1,Tricuspid insufficiency,Rheumatic tricuspid valve diseases,Chronic rheumatic heart diseases,IX
I07.2,Tricuspid stenosis with insufficiency,Rheumatic tricuspid valve diseases,Chronic rheumatic heart diseases,IX
I07.8,Other tricuspid valve diseases,Rheumatic tricuspid valve diseases,Chronic rheumatic heart diseases,IX
I07.9,"Tricuspid valve disease, unspecified",Rheumatic tricuspid valve diseases,Chronic rheumatic heart diseases,IX
I08,Multiple valve diseases,Multiple valve diseases,Chronic rheumatic heart diseases,IX
I08.0,Disorders of both mitral and aortic valves,Multiple valve diseases,Chronic rheumatic heart diseases,IX
I08.1,Disorders of both mitral and tricuspid valves,Multiple valve diseases,Chronic rheumatic heart diseases,IX
I08.2,Disorders of both aortic and tricuspid valves,Multiple valve diseases,Chronic rheumatic heart diseases,IX
I08.3,"Combined disorders of mitral, aortic and tricuspid valves",Multiple valve diseases,Chronic rheumatic heart diseases,IX
I08.8,Other multiple valve diseases,Multiple valve diseases,Chronic rheumatic heart diseases,IX
I08.9,"Multiple valve disease, unspecified",Multiple valve diseases,Chronic rheumatic heart diseases,IX
I09,Other rheumatic heart diseases,Other rheumatic heart diseases,Chronic rheumatic heart diseases,IX
I09.0,Rheumatic myocarditis,Other rheumatic heart diseases,Chronic rheumatic heart diseases,IX
I09.1,"Rheumatic diseases of endocardium, valve unspecified",Other rheumatic heart diseases,Chronic rheumatic heart diseases,IX
I09.2,Chronic rheumatic pericarditis,Other rheumatic heart diseases,Chronic rheumatic heart diseases,IX
I09.8,Other specified rheumatic heart diseases,Other rheumatic heart diseases,Chronic rheumatic heart diseases,IX
I09.9,"Rheumatic heart disease, unspecified",Other rheumatic heart diseases,Chronic rheumatic heart diseases,IX
I10,Essential (primary) hypertension,Essential (primary) hypertension,Hypertensive diseases,IX
I11,Hypertensive heart disease,Hypertensive heart disease,Hypertensive diseases,IX
I11.0,Hypertensive heart disease with (congestive) heart failure,Hypertensive heart disease,Hypertensive diseases,IX
I11.9,Hypertensive heart disease without (congestive) heart failure,Hypertensive heart disease,Hypertensive diseases,IX
I12,Hypertensive renal disease,Hypertensive renal disease,Hypertensive diseases,IX
I12.0,Hypertensive renal disease with renal failure,Hypertensive renal disease,Hypertensive diseases,IX
I12.9,Hypertensive renal disease without renal failure,Hypertensive renal disease,Hypertensive diseases,IX
I13,Hypertensive heart and renal disease,Hypertensive heart and renal disease,Hypertensive diseases,IX
I13.0,Hypertensive heart and renal disease with (congestive) heart failure,Hypertensive heart and renal disease,Hypertensive diseases,IX
I13.1,Hypertensive heart and renal disease with renal failure,Hypertensive heart and renal disease,Hypertensive diseases,IX
I13.2,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,Hypertensive heart and renal disease,Hypertensive diseases,IX
I13.9,"Hypertensive heart and renal disease, unspecified",Hypertensive heart and renal disease,Hypertensive diseases,IX
I15,Secondary hypertension,Secondary hypertension,Hypertensive diseases,IX
I15.0,Renovascular hypertension,Secondary hypertension,Hypertensive diseases,IX
I15.1,Hypertension secondary to other renal disorders,Secondary hypertension,Hypertensive diseases,IX
I15.2,Hypertension secondary to endocrine disorders,Secondary hypertension,Hypertensive diseases,IX
I15.8,Other secondary hypertension,Secondary hypertension,Hypertensive diseases,IX
I15.9,"Secondary hypertension, unspecified",Secondary hypertension,Hypertensive diseases,IX
I20,Angina pectoris,Angina pectoris,Ischaemic heart diseases,IX
I20.0,Unstable angina,Angina pectoris,Ischaemic heart diseases,IX
I20.1,Angina pectoris with documented spasm,Angina pectoris,Ischaemic heart diseases,IX
I20.8,Other forms of angina pectoris,Angina pectoris,Ischaemic heart diseases,IX
I20.9,"Angina pectoris, unspecified",Angina pectoris,Ischaemic heart diseases,IX
I21,Acute myocardial infarction,Acute myocardial infarction,Ischaemic heart diseases,IX
I21.0,Acute transmural myocardial infarction of anterior wall,Acute myocardial infarction,Ischaemic heart diseases,IX
I21.1,Acute transmural myocardial infarction of inferior wall,Acute myocardial infarction,Ischaemic heart diseases,IX
I21.2,Acute transmural myocardial infarction of other sites,Acute myocardial infarction,Ischaemic heart diseases,IX
I21.3,Acute transmural myocardial infarction of unspecified site,Acute myocardial infarction,Ischaemic heart diseases,IX
I21.4,Acute subendocardial myocardial infarction,Acute myocardial infarction,Ischaemic heart diseases,IX
I21.9,"Acute myocardial infarction, unspecified",Acute myocardial infarction,Ischaemic heart diseases,IX
I22,Subsequent myocardial infarction,Subsequent myocardial infarction,Ischaemic heart diseases,IX
I22.0,Subsequent myocardial infarction of anterior wall,Subsequent myocardial infarction,Ischaemic heart diseases,IX
I22.1,Subsequent myocardial infarction of inferior wall,Subsequent myocardial infarction,Ischaemic heart diseases,IX
I22.8,Subsequent myocardial infarction of other sites,Subsequent myocardial infarction,Ischaemic heart diseases,IX
I22.9,Subsequent myocardial infarction of unspecified site,Subsequent myocardial infarction,Ischaemic heart diseases,IX
I23,Certain current complications following acute myocardial infarction,Certain current complications following acute myocardial infarction,Ischaemic heart diseases,IX
I23.0,Haemopericardium as current complication following acute myocardial infarction,Certain current complications following acute myocardial infarction,Ischaemic heart diseases,IX
I23.1,Atrial septal defect as current complication following acute myocardial infarction,Certain current complications following acute myocardial infarction,Ischaemic heart diseases,IX
I23.2,Ventricular septal defect as current complication following acute myocardial infarction,Certain current complications following acute myocardial infarction,Ischaemic heart diseases,IX
I23.3,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction,Certain current complications following acute myocardial infarction,Ischaemic heart diseases,IX
I23.4,Rupture of chordae tendineae as current complication following acute myocardial infarction,Certain current complications following acute myocardial infarction,Ischaemic heart diseases,IX
I23.5,Rupture of papillary muscle as current complication following acute myocardial infarction,Certain current complications following acute myocardial infarction,Ischaemic heart diseases,IX
I23.6,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",Certain current complications following acute myocardial infarction,Ischaemic heart diseases,IX
I23.8,Other current complications following acute myocardial infarction,Certain current complications following acute myocardial infarction,Ischaemic heart diseases,IX
I24,Other acute ischaemic heart diseases,Other acute ischaemic heart diseases,Ischaemic heart diseases,IX
I24.0,Coronary thrombosis not resulting in myocardial infarction,Other acute ischaemic heart diseases,Ischaemic heart diseases,IX
I24.1,Dressler syndrome,Other acute ischaemic heart diseases,Ischaemic heart diseases,IX
I24.8,Other forms of acute ischaemic heart disease,Other acute ischaemic heart diseases,Ischaemic heart diseases,IX
I24.9,"Acute ischaemic heart disease, unspecified",Other acute ischaemic heart diseases,Ischaemic heart diseases,IX
I25,Chronic ischaemic heart disease,Chronic ischaemic heart disease,Ischaemic heart diseases,IX
I25.0,"Atherosclerotic cardiovascular disease, so described",Chronic ischaemic heart disease,Ischaemic heart diseases,IX
I25.1,Atherosclerotic heart disease,Chronic ischaemic heart disease,Ischaemic heart diseases,IX
I25.2,Old myocardial infarction,Chronic ischaemic heart disease,Ischaemic heart diseases,IX
I25.3,Aneurysm of heart,Chronic ischaemic heart disease,Ischaemic heart diseases,IX
I25.4,Coronary artery aneurysm and dissection,Chronic ischaemic heart disease,Ischaemic heart diseases,IX
I25.5,Ischaemic cardiomyopathy,Chronic ischaemic heart disease,Ischaemic heart diseases,IX
I25.6,Silent myocardial ischaemia,Chronic ischaemic heart disease,Ischaemic heart diseases,IX
I25.8,Other forms of chronic ischaemic heart disease,Chronic ischaemic heart disease,Ischaemic heart diseases,IX
I25.9,"Chronic ischaemic heart disease, unspecified",Chronic ischaemic heart disease,Ischaemic heart diseases,IX
I26,Pulmonary embolism,Pulmonary embolism,Pulmonary heart disease and diseases of pulmonary circulation,IX
I26.0,Pulmonary embolism with mention of acute cor pulmonale,Pulmonary embolism,Pulmonary heart disease and diseases of pulmonary circulation,IX
I26.9,Pulmonary embolism without mention of acute cor pulmonale,Pulmonary embolism,Pulmonary heart disease and diseases of pulmonary circulation,IX
I27,Other pulmonary heart diseases,Other pulmonary heart diseases,Pulmonary heart disease and diseases of pulmonary circulation,IX
I27.0,Primary pulmonary hypertension,Other pulmonary heart diseases,Pulmonary heart disease and diseases of pulmonary circulation,IX
I27.1,Kyphoscoliotic heart disease,Other pulmonary heart diseases,Pulmonary heart disease and diseases of pulmonary circulation,IX
I27.2,Other secondary pulmonary hypertension,Other pulmonary heart diseases,Pulmonary heart disease and diseases of pulmonary circulation,IX
I27.8,Other specified pulmonary heart diseases,Other pulmonary heart diseases,Pulmonary heart disease and diseases of pulmonary circulation,IX
I27.9,"Pulmonary heart disease, unspecified",Other pulmonary heart diseases,Pulmonary heart disease and diseases of pulmonary circulation,IX
I28,Other diseases of pulmonary vessels,Other diseases of pulmonary vessels,Pulmonary heart disease and diseases of pulmonary circulation,IX
I28.0,Arteriovenous fistula of pulmonary vessels,Other diseases of pulmonary vessels,Pulmonary heart disease and diseases of pulmonary circulation,IX
I28.1,Aneurysm of pulmonary artery,Other diseases of pulmonary vessels,Pulmonary heart disease and diseases of pulmonary circulation,IX
I28.8,Other specified diseases of pulmonary vessels,Other diseases of pulmonary vessels,Pulmonary heart disease and diseases of pulmonary circulation,IX
I28.9,"Disease of pulmonary vessels, unspecified",Other diseases of pulmonary vessels,Pulmonary heart disease and diseases of pulmonary circulation,IX
I30,Acute pericarditis,Acute pericarditis,Other forms of heart disease,IX
I30.0,Acute nonspecific idiopathic pericarditis,Acute pericarditis,Other forms of heart disease,IX
I30.1,Infective pericarditis,Acute pericarditis,Other forms of heart disease,IX
I30.8,Other forms of acute pericarditis,Acute pericarditis,Other forms of heart disease,IX
I30.9,"Acute pericarditis, unspecified",Acute pericarditis,Other forms of heart disease,IX
I31,Other diseases of pericardium,Other diseases of pericardium,Other forms of heart disease,IX
I31.0,Chronic adhesive pericarditis,Other diseases of pericardium,Other forms of heart disease,IX
I31.1,Chronic constrictive pericarditis,Other diseases of pericardium,Other forms of heart disease,IX
I31.2,"Haemopericardium, not elsewhere classified",Other diseases of pericardium,Other forms of heart disease,IX
I31.3,Pericardial effusion (noninflammatory),Other diseases of pericardium,Other forms of heart disease,IX
I31.8,Other specified diseases of pericardium,Other diseases of pericardium,Other forms of heart disease,IX
I31.9,"Disease of pericardium, unspecified",Other diseases of pericardium,Other forms of heart disease,IX
I32,Pericarditis in diseases classified elsewhere,Pericarditis in diseases classified elsewhere,Other forms of heart disease,IX
I32.0,Pericarditis in bacterial diseases classified elsewhere,Pericarditis in diseases classified elsewhere,Other forms of heart disease,IX
I32.1,Pericarditis in other infectious and parasitic diseases classified elsewhere,Pericarditis in diseases classified elsewhere,Other forms of heart disease,IX
I32.8,Pericarditis in other diseases classified elsewhere,Pericarditis in diseases classified elsewhere,Other forms of heart disease,IX
I33,Acute and subacute endocarditis,Acute and subacute endocarditis,Other forms of heart disease,IX
I33.0,Acute and subacute infective endocarditis,Acute and subacute endocarditis,Other forms of heart disease,IX
I33.9,"Acute endocarditis, unspecified",Acute and subacute endocarditis,Other forms of heart disease,IX
I34,Nonrheumatic mitral valve disorders,Nonrheumatic mitral valve disorders,Other forms of heart disease,IX
I34.0,Mitral (valve) insufficiency,Nonrheumatic mitral valve disorders,Other forms of heart disease,IX
I34.1,Mitral (valve) prolapse,Nonrheumatic mitral valve disorders,Other forms of heart disease,IX
I34.2,Nonrheumatic mitral (valve) stenosis,Nonrheumatic mitral valve disorders,Other forms of heart disease,IX
I34.8,Other nonrheumatic mitral valve disorders,Nonrheumatic mitral valve disorders,Other forms of heart disease,IX
I34.9,"Nonrheumatic mitral valve disorder, unspecified",Nonrheumatic mitral valve disorders,Other forms of heart disease,IX
I35,Nonrheumatic aortic valve disorders,Nonrheumatic aortic valve disorders,Other forms of heart disease,IX
I35.0,Aortic (valve) stenosis,Nonrheumatic aortic valve disorders,Other forms of heart disease,IX
I35.1,Aortic (valve) insufficiency,Nonrheumatic aortic valve disorders,Other forms of heart disease,IX
I35.2,Aortic (valve) stenosis with insufficiency,Nonrheumatic aortic valve disorders,Other forms of heart disease,IX
I35.8,Other aortic valve disorders,Nonrheumatic aortic valve disorders,Other forms of heart disease,IX
I35.9,"Aortic valve disorder, unspecified",Nonrheumatic aortic valve disorders,Other forms of heart disease,IX
I36,Nonrheumatic tricuspid valve disorders,Nonrheumatic tricuspid valve disorders,Other forms of heart disease,IX
I36.0,Nonrheumatic tricuspid (valve) stenosis,Nonrheumatic tricuspid valve disorders,Other forms of heart disease,IX
I36.1,Nonrheumatic tricuspid (valve) insufficiency,Nonrheumatic tricuspid valve disorders,Other forms of heart disease,IX
I36.2,Nonrheumatic tricuspid (valve) stenosis with insufficiency,Nonrheumatic tricuspid valve disorders,Other forms of heart disease,IX
I36.8,Other nonrheumatic tricuspid valve disorders,Nonrheumatic tricuspid valve disorders,Other forms of heart disease,IX
I36.9,"Nonrheumatic tricuspid valve disorder, unspecified",Nonrheumatic tricuspid valve disorders,Other forms of heart disease,IX
I37,Pulmonary valve disorders,Pulmonary valve disorders,Other forms of heart disease,IX
I37.0,Pulmonary valve stenosis,Pulmonary valve disorders,Other forms of heart disease,IX
I37.1,Pulmonary valve insufficiency,Pulmonary valve disorders,Other forms of heart disease,IX
I37.2,Pulmonary valve stenosis with insufficiency,Pulmonary valve disorders,Other forms of heart disease,IX
I37.8,Other pulmonary valve disorders,Pulmonary valve disorders,Other forms of heart disease,IX
I37.9,"Pulmonary valve disorder, unspecified",Pulmonary valve disorders,Other forms of heart disease,IX
I38,"Endocarditis, valve unspecified","Endocarditis, valve unspecified",Other forms of heart disease,IX
I39,Endocarditis and heart valve disorders in diseases classified elsewhere,Endocarditis and heart valve disorders in diseases classified elsewhere,Other forms of heart disease,IX
I39.0,Mitral valve disorders in diseases classified elsewhere,Endocarditis and heart valve disorders in diseases classified elsewhere,Other forms of heart disease,IX
I39.1,Aortic valve disorders in diseases classified elsewhere,Endocarditis and heart valve disorders in diseases classified elsewhere,Other forms of heart disease,IX
I39.2,Tricuspid valve disorders in diseases classified elsewhere,Endocarditis and heart valve disorders in diseases classified elsewhere,Other forms of heart disease,IX
I39.3,Pulmonary valve disorders in diseases classified elsewhere,Endocarditis and heart valve disorders in diseases classified elsewhere,Other forms of heart disease,IX
I39.4,Multiple valve disorders in diseases classified elsewhere,Endocarditis and heart valve disorders in diseases classified elsewhere,Other forms of heart disease,IX
I39.8,"Endocarditis, valve unspecified, in diseases classified elsewhere",Endocarditis and heart valve disorders in diseases classified elsewhere,Other forms of heart disease,IX
I40,Acute myocarditis,Acute myocarditis,Other forms of heart disease,IX
I40.0,Infective myocarditis,Acute myocarditis,Other forms of heart disease,IX
I40.1,Isolated myocarditis,Acute myocarditis,Other forms of heart disease,IX
I40.8,Other acute myocarditis,Acute myocarditis,Other forms of heart disease,IX
I40.9,"Acute myocarditis, unspecified",Acute myocarditis,Other forms of heart disease,IX
I41,Myocarditis in diseases classified elsewhere,Myocarditis in diseases classified elsewhere,Other forms of heart disease,IX
I41.0,Myocarditis in bacterial diseases classified elsewhere,Myocarditis in diseases classified elsewhere,Other forms of heart disease,IX
I41.1,Myocarditis in viral diseases classified elsewhere,Myocarditis in diseases classified elsewhere,Other forms of heart disease,IX
I41.2,Myocarditis in other infectious and parasitic diseases classified elsewhere,Myocarditis in diseases classified elsewhere,Other forms of heart disease,IX
I41.8,Myocarditis in other diseases classified elsewhere,Myocarditis in diseases classified elsewhere,Other forms of heart disease,IX
I42,Cardiomyopathy,Cardiomyopathy,Other forms of heart disease,IX
I42.0,Dilated cardiomyopathy,Cardiomyopathy,Other forms of heart disease,IX
I42.1,Obstructive hypertrophic cardiomyopathy,Cardiomyopathy,Other forms of heart disease,IX
I42.2,Other hypertrophic cardiomyopathy,Cardiomyopathy,Other forms of heart disease,IX
I42.3,Endomyocardial (eosinophilic) disease,Cardiomyopathy,Other forms of heart disease,IX
I42.4,Endocardial fibroelastosis,Cardiomyopathy,Other forms of heart disease,IX
I42.5,Other restrictive cardiomyopathy,Cardiomyopathy,Other forms of heart disease,IX
I42.6,Alcoholic cardiomyopathy,Cardiomyopathy,Other forms of heart disease,IX
I42.7,Cardiomyopathy due to drugs and other external agents,Cardiomyopathy,Other forms of heart disease,IX
I42.8,Other cardiomyopathies,Cardiomyopathy,Other forms of heart disease,IX
I42.9,"Cardiomyopathy, unspecified",Cardiomyopathy,Other forms of heart disease,IX
I43,Cardiomyopathy in diseases classified elsewhere,Cardiomyopathy in diseases classified elsewhere,Other forms of heart disease,IX
I43.0,Cardiomyopathy in infectious and parasitic diseases classified elsewhere,Cardiomyopathy in diseases classified elsewhere,Other forms of heart disease,IX
