code,desc,remark,window
76.0,Incision Of Facial Bone Without Division,A child code below 76.0 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
76.01,Sequestrectomy Of Facial Bone,76.01 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.09,Other Incision Of Facial Bone,76.09 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.1,Diagnostic Procedures On Facial Bones And Joints,A child code below 76.1 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
76.11,Biopsy Of Facial Bone,76.11 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.19,Other Diagnostic Procedures On Facial Bones And Joints,76.19 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.2,Local Excision Or Destruction Of Lesion Of Facial Bone,76.2 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.3,Partial Ostectomy Of Facial Bone,A child code below 76.3 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
76.31,Partial Mandibulectomy,76.31 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.39,Partial Ostectomy Of Other Facial Bone,76.39 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.4,Excision And Reconstruction Of Facial Bones,A child code below 76.4 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
76.41,Total Mandibulectomy With Synchronous Reconstruction,76.41 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.42,Other Total Mandibulectomy,76.42 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.43,Other Reconstruction Of Mandible,76.43 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.44,Total Ostectomy Of Other Facial Bone With Synchronous Reconstruction,76.44 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.45,Other Total Ostectomy Of Other Facial Bone,76.45 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.46,Other Reconstruction Of Other Facial Bone,76.46 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.5,Temporomandibular Arthroplasty,76.5 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.6,Other Facial Bone Repair And Orthognathic Surgery,A child code below 76.6 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
76.61,Closed Osteoplasty [Osteotomy] Of Mandibular Ramus,76.61 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.62,Open Osteoplasty [Osteotomy] Of Mandibular Ramus,76.62 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.63,Osteoplasty [Osteotomy] Of Body Of Mandible,76.63 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.64,Other Orthognathic Surgery On Mandible,76.64 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.65,Segmental Osteoplasty [Osteotomy] Of Maxilla,76.65 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.66,Total Osteoplasty [Osteotomy] Of Maxilla,76.66 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.67,Reduction Genioplasty,76.67 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.68,Augmentation Genioplasty,76.68 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.69,Other Facial Bone Repair,76.69 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.7,Reduction Of Facial Fracture,A child code below 76.7 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
76.70,"Reduction Of Facial Fracture, Not Otherwise Specified",76.70 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.71,Closed Reduction Of Malar And Zygomatic Fracture,76.71 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.72,Open Reduction Of Malar And Zygomatic Fracture,76.72 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.73,Closed Reduction Of Maxillary Fracture,76.73 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.74,Open Reduction Of Maxillary Fracture,76.74 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.75,Closed Reduction Of Mandibular Fracture,76.75 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.76,Open Reduction Of Mandibular Fracture,76.76 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.77,Open Reduction Of Alveolar Fracture,76.77 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.78,Other Closed Reduction Of Facial Fracture,76.78 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.79,Other Open Reduction Of Facial Fracture,76.79 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.9,Other Operations On Facial Bones And Joints,A child code below 76.9 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
76.91,Bone Graft To Facial Bone,76.91 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.92,Insertion Of Synthetic Implant In Facial Bone,76.92 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.93,Closed Reduction Of Temporomandibular Dislocation,76.93 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.94,Open Reduction Of Temporomandibular Dislocation,76.94 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.95,Other Manipulation Of Temporomandibular Joint,76.95 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.96,Injection Of Therapeutic Substance Into Temporomandibular Joint,76.96 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.97,Removal Of Internal Fixation Device From Facial Bone,76.97 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
76.99,Other,76.99 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77,"Incision, Excision, And Division Of Other Bones",A child code below 77 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
77.0,Sequestrectomy,A child code below 77.0 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
77.00,"Sequestrectomy, Unspecified Site",77.00 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.01,"Sequestrectomy, Scapula, Clavicle, And Thorax [Ribs And Sternum]",77.01 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.02,"Sequestrectomy, Humerus",77.02 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.03,"Sequestrectomy, Radius And Ulna",77.03 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.04,"Sequestrectomy, Carpals And Metacarpals",77.04 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.05,"Sequestrectomy, Femur",77.05 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.06,"Sequestrectomy, Patella",77.06 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.07,"Sequestrectomy, Tibia And Fibula",77.07 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.08,"Sequestrectomy, Tarsals And Metatarsals",77.08 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.09,"Sequestrectomy, Other",77.09 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.1,Other Incision Of Bone Without Division,A child code below 77.1 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
77.10,"Other Incision Of Bone Without Division, Unspecified Site",77.10 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.11,"Other Incision Of Bone Without Division, Scapula, Clavicle, And Thorax [Ribs And Sternum]",77.11 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.12,"Other Incision Of Bone Without Division, Humerus",77.12 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.13,"Other Incision Of Bone Without Division, Radius And Ulna",77.13 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.14,"Other Incision Of Bone Without Division, Carpals And Metacarpals",77.14 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.15,"Other Incision Of Bone Without Division, Femur",77.15 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.16,"Other Incision Of Bone Without Division, Patella",77.16 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.17,"Other Incision Of Bone Without Division, Tibia And Fibula",77.17 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.18,"Other Incision Of Bone Without Division, Tarsals And Metatarsals",77.18 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.19,"Other Incision Of Bone Without Division, Other",77.19 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.2,Wedge Osteotomy,A child code below 77.2 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
77.20,"Wedge Osteotomy, Unspecified Site",77.20 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.21,"Wedge Osteotomy, Scapula, Clavicle, And Thorax [Ribs And Sternum]",77.21 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.22,"Wedge Osteotomy, Humerus",77.22 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.23,"Wedge Osteotomy, Radius And Ulna",77.23 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.24,"Wedge Osteotomy, Carpals And Metacarpals",77.24 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.25,"Wedge Osteotomy, Femur",77.25 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.26,"Wedge Osteotomy, Patella",77.26 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.27,"Wedge Osteotomy, Tibia And Fibula",77.27 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.28,"Wedge Osteotomy, Tarsals And Metatarsals",77.28 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.29,"Wedge Osteotomy, Other",77.29 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.3,Other Division Of Bone,A child code below 77.3 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
77.30,"Other Division Of Bone, Unspecified Site",77.30 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.31,"Other Division Of Bone, Scapula, Clavicle, And Thorax [Ribs And Sternum]",77.31 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.32,"Other Division Of Bone, Humerus",77.32 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.33,"Other Division Of Bone, Radius And Ulna",77.33 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.34,"Other Division Of Bone, Carpals And Metacarpals",77.34 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.35,"Other Division Of Bone, Femur",77.35 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.36,"Other Division Of Bone, Patella",77.36 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.37,"Other Division Of Bone, Tibia And Fibula",77.37 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.38,"Other Division Of Bone, Tarsals And Metatarsals",77.38 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.39,"Other Division Of Bone, Other",77.39 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.4,Biopsy Of Bone,A child code below 77.4 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
77.40,"Biopsy Of Bone, Unspecified Site",77.40 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.41,"Biopsy Of Bone, Scapula, Clavicle, And Thorax [Ribs And Sternum]",77.41 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.42,"Biopsy Of Bone, Humerus",77.42 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.43,"Biopsy Of Bone, Radius And Ulna",77.43 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.44,"Biopsy Of Bone, Carpals And Metacarpals",77.44 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.45,"Biopsy Of Bone, Femur",77.45 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.46,"Biopsy Of Bone, Patella",77.46 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.47,"Biopsy Of Bone, Tibia And Fibula",77.47 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.48,"Biopsy Of Bone, Tarsals And Metatarsals",77.48 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.49,"Biopsy Of Bone, Other",77.49 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.5,Excision And Repair Of Bunion And Other Toe Deformities,A child code below 77.5 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
77.51,Bunionectomy With Soft Tissue Correction And Osteotomy Of The First Metatarsal,77.51 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.52,Bunionectomy With Soft Tissue Correction And Arthrodesis,77.52 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.53,Other Bunionectomy With Soft Tissue Correction,77.53 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.54,Excision Or Correction Of Bunionette,77.54 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.56,Repair Of Hammer Toe,77.56 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.57,Repair Of Claw Toe,77.57 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.58,"Other Excision, Fusion, And Repair Of Toes",77.58 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.59,Other Bunionectomy,77.59 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.6,Local Excision Of Lesion Or Tissue Of Bone,A child code below 77.6 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
77.60,"Local Excision Of Lesion Or Tissue Of Bone, Unspecified Site",77.60 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.61,"Local Excision Of Lesion Or Tissue Of Bone, Scapula, Clavicle, And Thorax [Ribs And Sternum]",77.61 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.62,"Local Excision Of Lesion Or Tissue Of Bone, Humerus",77.62 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.63,"Local Excision Of Lesion Or Tissue Of Bone, Radius And Ulna",77.63 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.64,"Local Excision Of Lesion Or Tissue Of Bone, Carpals And Metacarpals",77.64 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.65,"Local Excision Of Lesion Or Tissue Of Bone, Femur",77.65 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.66,"Local Excision Of Lesion Or Tissue Of Bone, Patella",77.66 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.67,"Local Excision Of Lesion Or Tissue Of Bone, Tibia And Fibula",77.67 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.68,"Local Excision Of Lesion Or Tissue Of Bone, Tarsals And Metatarsals",77.68 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.69,"Local Excision Of Lesion Or Tissue Of Bone, Other",77.69 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.7,Excision Of Bone For Graft,A child code below 77.7 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
77.70,"Excision Of Bone For Graft, Unspecified Site",77.70 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.71,"Excision Of Bone For Graft, Scapula, Clavicle, And Thorax [Ribs And Sternum]",77.71 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.72,"Excision Of Bone For Graft, Humerus",77.72 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.73,"Excision Of Bone For Graft, Radius And Ulna",77.73 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.74,"Excision Of Bone For Graft, Carpals And Metacarpals",77.74 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.75,"Excision Of Bone For Graft, Femur",77.75 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.76,"Excision Of Bone For Graft, Patella",77.76 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.77,"Excision Of Bone For Graft, Tibia And Fibula",77.77 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.78,"Excision Of Bone For Graft, Tarsals And Metatarsals",77.78 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.79,"Excision Of Bone For Graft, Other",77.79 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.8,Other Partial Ostectomy,A child code below 77.8 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
77.80,"Other Partial Ostectomy, Unspecified Site",77.80 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.81,"Other Partial Ostectomy, Scapula, Clavicle, And Thorax [Ribs And Sternum]",77.81 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.82,"Other Partial Ostectomy, Humerus",77.82 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.83,"Other Partial Ostectomy, Radius And Ulna",77.83 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.84,"Other Partial Ostectomy, Carpals And Metacarpals",77.84 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.85,"Other Partial Ostectomy, Femur",77.85 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.86,"Other Partial Ostectomy, Patella",77.86 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.87,"Other Partial Ostectomy, Tibia And Fibula",77.87 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.88,"Other Partial Ostectomy, Tarsals And Metatarsals",77.88 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.89,"Other Partial Ostectomy, Other",77.89 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.9,Total Ostectomy,A child code below 77.9 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
77.90,"Total Ostectomy, Unspecified Site",77.90 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.91,"Total Ostectomy, Scapula, Clavicle, And Thorax [Ribs And Sternum]",77.91 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.92,"Total Ostectomy, Humerus",77.92 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.93,"Total Ostectomy, Radius And Ulna",77.93 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.94,"Total Ostectomy, Carpals And Metacarpals",77.94 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.95,"Total Ostectomy, Femur",77.95 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.96,"Total Ostectomy, Patella",77.96 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.97,"Total Ostectomy, Tibia And Fibula",77.97 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.98,"Total Ostectomy, Tarsals And Metatarsals",77.98 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
77.99,"Total Ostectomy, Other",77.99 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78,"Other Operations On Bones, Except Facial Bones",A child code below 78 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
78.0,Bone Graft,A child code below 78.0 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
78.00,"Bone Graft, Unspecified Site",78.00 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.01,"Bone Graft, Scapula, Clavicle, And Thorax [Ribs And Sternum]",78.01 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.02,"Bone Graft, Humerus",78.02 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.03,"Bone Graft, Radius And Ulna",78.03 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.04,"Bone Graft, Carpals And Metacarpals",78.04 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.05,"Bone Graft, Femur",78.05 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.06,"Bone Graft, Patella",78.06 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.07,"Bone Graft, Tibia And Fibulas",78.07 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.08,"Bone Graft, Tarsals And Metatarsals",78.08 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.09,"Bone Graft, Other",78.09 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.1,Application Of External Fixation Device,A child code below 78.1 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
78.10,"Application Of External Fixation Device, Unspecified Site",78.10 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.11,"Application Of External Fixation Device, Scapula, Clavicle, And Thorax [Ribs And Sternum]",78.11 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.12,"Application Of External Fixation Device, Humerus",78.12 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.13,"Application Of External Fixation Device, Radius And Ulna",78.13 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.14,"Application Of External Fixation Device, Carpals And Metacarpals",78.14 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.15,"Application Of External Fixation Device, Femur",78.15 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.16,"Application Of External Fixation Device, Patella",78.16 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.17,"Application Of External Fixation Device, Tibia And Fibulas",78.17 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.18,"Application Of External Fixation Device, Tarsals And Metatarsals",78.18 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.19,"Application Of External Fixation Device, Other",78.19 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.2,Limb Shortening Procedures,A child code below 78.2 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
78.20,"Limb Shortening Procedures, Unspecified Site",78.20 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.22,"Limb Shortening Procedures, Humerus",78.22 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.23,"Limb Shortening Procedures, Radius And Ulna",78.23 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.24,"Limb Shortening Procedures, Carpals And Metacarpals",78.24 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.25,"Limb Shortening Procedures, Femur",78.25 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.27,"Limb Shortening Procedures, Tibia And Fibulas",78.27 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.28,"Limb Shortening Procedures, Tarsals And Metatarsals",78.28 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.29,"Limb Shortening Procedures, Other",78.29 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.3,Limb Lengthening Procedures,A child code below 78.3 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
78.30,"Limb Lengthening Procedures, Unspecified Site",78.30 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.32,"Limb Lengthening Procedures, Humerus",78.32 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.33,"Limb Lengthening Procedures, Radius And Ulna",78.33 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.34,"Limb Lengthening Procedures, Carpals And Metacarpals",78.34 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.35,"Limb Lengthening Procedures, Femur",78.35 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.37,"Limb Lengthening Procedures, Tibia And Fibulas",78.37 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.38,"Limb Lengthening Procedures, Tarsals And Metatarsals",78.38 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.39,"Limb Lengthening Procedures, Other",78.39 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.4,Other Repair Or Plastic Operations On Bone,A child code below 78.4 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
78.40,"Other Repair Or Plastic Operations On Bone, Unspecified Site",78.40 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.41,"Other Repair Or Plastic Operations On Bone, Scapula, Clavicle, And Thorax [Ribs And Sternum]",78.41 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.42,"Other Repair Or Plastic Operations On Bone, Humerus",78.42 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.43,"Other Repair Or Plastic Operations On Bone, Radius And Ulna",78.43 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.44,"Other Repair Or Plastic Operations On Bone, Carpals And Metacarpals",78.44 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.45,"Other Repair Or Plastic Operations On Bone, Femur",78.45 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.46,"Other Repair Or Plastic Operations On Bone, Patella",78.46 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.47,"Other Repair Or Plastic Operations On Bone, Tibia And Fibulas",78.47 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.48,"Other Repair Or Plastic Operations On Bone, Tarsals And Metatarsals",78.48 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.49,"Other Repair Or Plastic Operations On Bone, Other",78.49 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
78.5,Internal Fixation Of Bone Without Fracture Reduction,A child code below 78.5 with greater detail should be used.,76-84 Operations On The Musculoskeletal System
78.50,"Internal Fixation Of Bone Without Fracture Reduction, Unspecified Site",78.50 is a specific code and is valid to identify a procedure.,76-84 Operations On The Musculoskeletal System
